nombre_invocador,kills_player_kda,deaths_player_kda,assists_player_kda,rol_1,games_per_rol_1,winrate_per_rol_1,rol_2,games_per_rol_2,winrate_per_rol_2,rol_3,games_per_rol_3,winrate_per_rol_3
Luckyy089,8.5,6.2,7.8,AD Carry,186,59.1,Mid,4.0,0.0,Top,1.0,0.0
年近立年老打野,4.5,4.8,7.8,Jungler,110,65.5,Top,26.0,53.8,Mid,12.0,58.3
sindrelolpro2345,3.1,5.4,11.4,Support,323,53.9,Top,6.0,16.7,Jungler,4.0,50.0
LER Norar,7.5,6.3,6.8,Jungler,252,54.0,Top,35.0,51.4,Mid,17.0,52.9
으끄으끄,7.1,5.5,6.5,AD Carry,238,54.2,Jungler,29.0,44.8,Support,2.0,100.0
Challengers T1,8.5,4.6,7.4,AD Carry,167,57.5,Jungler,24.0,79.2,Top,9.0,44.4
すや姫,6.0,4.0,7.7,Jungler,61,62.3,Mid,36.0,52.8,Top,31.0,48.4
Drututt,7.0,4.2,5.9,Mid,149,58.4,Top,49.0,51.0,Support,12.0,41.7
CatsMeow,5.4,5.0,6.5,Mid,121,55.4,Top,45.0,51.1,AD Carry,5.0,60.0
JaycobStaniy,5.0,5.2,10.1,Support,83,50.6,Mid,50.0,56.0,Jungler,47.0,53.2
EAST SPEEDRUN 1,10.4,4.5,8.3,Jungler,109,66.1,Top,4.0,25.0,Support,4.0,50.0
WestW SeMi GoD,5.2,6.5,9.4,Top,58,63.8,Jungler,46.0,41.3,Support,36.0,58.3
L9 Mikusik11,8.2,5.6,5.7,Mid,93,60.2,Top,41.0,68.3,Jungler,12.0,75.0
Acuarelas,7.1,4.5,6.5,Mid,119,68.9,Top,58.0,63.8,Support,8.0,50.0
Acyntosimaja,9.0,6.9,5.3,Mid,79,63.3,AD Carry,39.0,64.1,Top,13.0,69.2
卡蜜尔,7.7,4.4,6.3,Top,116,65.5,Jungler,12.0,50.0,Mid,8.0,75.0
Yumeko,6.5,4.0,6.2,Top,125,60.0,Jungler,42.0,50.0,AD Carry,2.0,0.0
The Devil Withiñ,8.3,3.9,6.2,Jungler,117,63.2,Mid,71.0,56.3,Top,37.0,56.8
Hololive,4.8,6.0,11.9,Jungler,49,71.4,Support,32.0,53.1,AD Carry,10.0,70.0
쪼잔하게 굴거야,6.4,4.3,6.5,AD Carry,146,59.6,Support,11.0,54.5,Top,10.0,30.0
名字並不重要,5.9,3.6,6.1,AD Carry,72,61.1,Top,35.0,65.7,Support,1.0,0.0
Kvotheee,8.3,4.5,6.1,Mid,79,64.6,AD Carry,32.0,46.9,Top,25.0,56.0
C 0 C 0 N U T,7.5,4.9,9.0,AD Carry,68,66.2,Support,20.0,55.0,Jungler,18.0,55.6
dont tremble,5.9,4.5,5.5,Top,144,63.9,Support,8.0,37.5,Mid,7.0,42.9
Cato Mart,2.7,5.5,12.8,Support,526,51.1,Mid,58.0,55.2,Jungler,27.0,70.4
Pz ZZang fan,6.3,6.5,6.0,Mid,216,53.2,Top,97.0,58.8,AD Carry,30.0,53.3
Thermodynamics,5.9,3.1,5.6,Top,247,62.3,Mid,27.0,55.6,Support,16.0,56.3
搗蛋鬼派大星,6.2,4.5,7.2,AD Carry,261,55.9,Jungler,78.0,55.1,Mid,29.0,37.9
ShrimpVicious,4.4,3.9,7.5,Jungler,230,57.4,Top,57.0,45.6,AD Carry,6.0,50.0
인생걸고태호시티,5.7,4.7,6.6,AD Carry,743,51.3,Support,51.0,49.0,Mid,33.0,54.5
GSE Azazel,2.7,4.5,14.0,Support,146,58.2,AD Carry,13.0,38.5,Top,6.0,50.0
pisskok gaming,5.7,6.1,5.5,Top,345,54.2,Mid,8.0,25.0,AD Carry,3.0,33.3
hong Zhong,6.0,5.1,7.8,Jungler,567,54.5,Top,77.0,32.5,Mid,9.0,33.3
Ankhseram,2.3,4.1,12.4,Support,236,57.2,Mid,7.0,42.9,AD Carry,6.0,50.0
hymenbuster73,8.7,5.5,7.1,Top,76,61.8,Jungler,21.0,52.4,Mid,3.0,66.7
just dont care,4.4,4.3,10.5,Jungler,307,55.0,Support,31.0,41.9,Mid,23.0,43.5
Katten,6.2,4.1,8.2,Jungler,180,53.3,Mid,12.0,66.7,AD Carry,12.0,41.7
쉔글벙글,4.1,3.5,10.4,Top,255,59.6,Support,41.0,46.3,Mid,10.0,50.0
Formuler,6.3,3.2,5.8,AD Carry,428,51.4,Mid,34.0,47.1,Support,11.0,9.1
MegaJ,3.4,4.3,6.4,Top,254,55.1,Support,17.0,41.2,Mid,9.0,77.8
Jolyne Cujoh,6.3,4.9,7.5,AD Carry,170,54.7,Support,37.0,48.6,Jungler,6.0,16.7
DarkTranquillity,4.9,4.3,10.0,Jungler,132,50.0,Support,62.0,56.5,Top,1.0,0.0
KatieÇ,5.7,4.9,8.8,Jungler,305,53.8,AD Carry,31.0,35.5,Support,31.0,61.3
千鶴千鶴千鶴千鶴,7.2,6.9,5.2,Top,477,56.8,Mid,27.0,37.0,Jungler,5.0,20.0
Wayyyyy,8.2,5.3,6.8,AD Carry,397,56.4,Mid,47.0,78.7,Support,47.0,42.6
cczxzas1,5.4,4.2,5.4,Top,119,62.2,Mid,14.0,57.1,Support,3.0,66.7
titusesh,7.3,5.1,7.8,AD Carry,180,54.4,Support,83.0,56.6,Jungler,76.0,46.1
英短金漸層我的貓,4.9,4.1,8.0,Jungler,204,55.4,Top,40.0,50.0,Support,6.0,83.3
6두콩,4.8,4.5,6.1,Mid,429,54.8,AD Carry,84.0,50.0,Support,19.0,52.6
藍雙布偶,2.9,3.5,9.9,Support,82,58.5,Top,56.0,62.5,Mid,37.0,51.4
Kirov,5.5,5.3,6.4,Top,255,52.5,Mid,16.0,43.8,AD Carry,12.0,50.0
Permaban07845219,8.3,6.8,7.3,Jungler,146,54.1,Top,24.0,58.3,Mid,5.0,40.0
Tenaka Khan,3.5,3.9,9.7,Support,88,50.0,AD Carry,63.0,47.6,Jungler,61.0,59.0
pikachu pokemon,7.9,5.0,8.2,Jungler,210,57.1,Mid,7.0,28.6,Support,5.0,60.0
zacocaca ívar,7.1,5.4,9.7,Jungler,225,57.8,AD Carry,34.0,41.2,Support,20.0,45.0
ksiaze balagan I,6.2,4.4,7.3,Mid,139,58.3,Support,16.0,75.0,Top,8.0,25.0
Ágni Kái,5.2,6.0,9.1,Top,106,59.4,Jungler,56.0,53.6,Mid,4.0,50.0
S3men Demon,8.8,4.6,7.5,AD Carry,105,60.0,Top,24.0,50.0,Mid,13.0,84.6
yuezhihuxiz,5.3,4.2,6.1,Mid,90,55.6,Jungler,26.0,65.4,Top,21.0,42.9
iulls,6.3,4.2,9.3,Jungler,140,72.9,Top,2.0,50.0,Support,1.0,0.0
YANKUR0,5.7,6.5,8.7,AD Carry,256,49.6,Support,141.0,51.1,Top,52.0,55.8
GSE Hikari,8.2,6.4,5.6,Top,57,75.4,Jungler,12.0,50.0,Mid,1.0,0.0
9277,7.1,6.1,6.4,AD Carry,565,52.7,Top,33.0,45.5,Support,27.0,40.7
ArchΦiend,7.7,6.2,6.9,Top,287,59.2,Mid,10.0,60.0,Jungler,6.0,50.0
지저스 버돌,4.8,5.0,4.5,Top,187,55.1,Mid,8.0,100.0,Support,1.0,100.0
huanhuanshangs,5.5,4.7,7.0,Jungler,76,60.5,Mid,24.0,37.5,Top,15.0,40.0
719,7.7,4.4,7.3,Jungler,349,54.4,Mid,33.0,45.5,Support,17.0,35.3
摳腳JO太郎,4.8,3.7,6.7,Top,419,55.8,Mid,36.0,66.7,Support,13.0,30.8
weilaihuanweilai,4.6,4.3,5.2,Top,367,53.4,Jungler,38.0,47.4,Mid,10.0,40.0
果醬同學,4.8,4.8,6.4,Top,288,53.1,Mid,112.0,54.5,Jungler,45.0,42.2
XiaoTaoQi,4.9,3.9,6.5,Mid,207,55.1,Top,85.0,51.8,Jungler,15.0,40.0
UANL Gio,5.2,3.5,9.3,Jungler,245,60.0,Top,87.0,58.6,Support,7.0,57.1
Dokeü,4.9,3.9,6.1,Top,296,56.8,Support,14.0,35.7,Mid,13.0,38.5
zNyk,6.5,5.8,5.6,Mid,127,55.9,Top,77.0,59.7,AD Carry,27.0,59.3
JUGKING,8.0,4.9,6.9,Jungler,241,57.3,Top,26.0,57.7,Support,5.0,40.0
Gear 5 God Nika,6.0,5.4,6.7,Top,168,54.8,Mid,60.0,60.0,Jungler,6.0,33.3
PAINAGONYMISERY,6.3,6.1,8.3,AD Carry,295,52.9,Support,112.0,49.1,Jungler,48.0,47.9
t d,2.8,4.3,11.9,Support,189,55.6,AD Carry,45.0,48.9,Jungler,15.0,73.3
Chońcc,7.7,4.7,5.6,Mid,187,55.1,Jungler,53.0,50.9,AD Carry,14.0,64.3
速與我擊劍,6.4,5.0,5.7,Top,163,55.8,Jungler,25.0,24.0,Mid,19.0,73.7
LooserQ Member,2.2,5.7,11.5,Support,404,51.7,Top,42.0,45.2,Mid,16.0,12.5
aesthetic addict,5.3,4.6,9.9,Jungler,197,56.3,Mid,20.0,55.0,Support,9.0,33.3
totally sane,7.7,5.8,8.5,Jungler,132,59.1,AD Carry,33.0,54.5,Support,16.0,43.8
eglence,9.8,5.9,7.5,AD Carry,189,63.5,Support,31.0,51.6,Mid,15.0,53.3
Guzke,6.5,5.3,7.0,Mid,95,57.9,Jungler,36.0,58.3,Top,27.0,63.0
regrete si ura,6.8,4.6,8.8,AD Carry,203,53.7,Jungler,201.0,52.2,Mid,18.0,66.7
敲裡MUÃ,10.6,6.2,7.1,AD Carry,69,76.8,Mid,32.0,68.8,Support,25.0,72.0
Docta,6.8,6.3,7.9,AD Carry,173,55.5,Support,37.0,59.5,Mid,31.0,48.4
Noarsy11,5.5,3.9,8.6,Mid,98,59.2,Support,26.0,53.8,AD Carry,23.0,56.5
선제공격 카르마,2.0,5.9,12.3,Support,382,53.4,Top,14.0,71.4,Jungler,3.0,66.7
egoist1,7.0,6.1,4.9,Top,89,56.2,AD Carry,13.0,46.2,Mid,11.0,63.6
Papadox,7.3,4.3,4.5,Top,80,63.7,AD Carry,5.0,40.0,Mid,3.0,0.0
iLikeThickThighs,6.9,4.3,7.8,Jungler,187,56.7,Support,24.0,41.7,Top,5.0,20.0
Sora,8.6,4.6,7.0,AD Carry,194,58.2,Mid,99.0,65.7,Top,11.0,45.5
悲傷海星,6.5,4.6,6.0,AD Carry,281,53.4,Top,46.0,54.3,Mid,26.0,42.3
Kiz,6.2,4.1,7.2,AD Carry,175,57.1,Support,37.0,67.6,Mid,36.0,50.0
Saabaa,6.8,5.0,10.7,Jungler,161,67.1,Top,2.0,50.0,Mid,2.0,0.0
fmr,7.8,4.8,8.2,Jungler,155,60.6,Top,6.0,50.0,AD Carry,5.0,20.0
舒華寶,3.5,4.4,12.0,Support,256,55.5,Mid,110.0,55.5,AD Carry,1.0,100.0
meowosh,5.3,6.1,6.6,Top,172,58.7,Mid,10.0,50.0,Support,2.0,0.0
Kamo Simp Acc,5.7,5.1,8.3,Mid,81,60.5,Jungler,64.0,59.4,AD Carry,22.0,68.2
0NSUZ UCURUM,6.0,4.4,8.4,Top,100,75.0,Support,13.0,46.2,Mid,10.0,40.0
Divinetheon,9.3,6.5,6.9,Top,154,53.2,Mid,28.0,60.7,AD Carry,2.0,0.0
Cat Ass Trophe,8.4,5.4,7.8,AD Carry,124,57.3,Support,19.0,63.2,Mid,2.0,0.0
meololi,7.5,6.1,5.7,Top,152,62.5,AD Carry,17.0,52.9,Jungler,14.0,57.1
星若黯然,6.5,5.2,7.3,AD Carry,387,58.7,Support,102.0,45.1,Mid,26.0,38.5
Ler,4.6,5.4,10.2,Support,54,55.6,AD Carry,38.0,57.9,Mid,32.0,50.0
어흥 놀랐찌,5.6,4.8,8.3,Jungler,233,51.5,Support,28.0,60.7,Mid,15.0,73.3
Labokop,7.1,5.3,6.9,Mid,145,62.1,Jungler,68.0,41.2,AD Carry,43.0,48.8
하루카,3.8,4.1,7.5,Top,195,57.9,AD Carry,117.0,44.4,Support,109.0,56.0
Kwang Hwi,6.0,4.5,5.7,Top,72,61.1,Mid,41.0,58.5,Support,11.0,36.4
Diviner,4.8,5.0,10.6,Support,137,56.9,Top,106.0,58.5,Mid,28.0,60.7
我想當你的姬姬,3.6,3.7,8.2,Top,216,60.6,Support,23.0,34.8,Mid,15.0,73.3
picapicaa,1.6,4.2,12.7,Support,382,52.4,AD Carry,20.0,40.0,Mid,1.0,0.0
RiftWalk your lp,6.2,3.6,5.4,Mid,154,55.2,Top,125.0,52.0,Support,5.0,20.0
And l will,8.0,3.7,6.9,AD Carry,136,59.6,Mid,9.0,44.4,Top,3.0,33.3
ctwptwtbb,6.1,5.8,13.3,Support,87,71.3,AD Carry,33.0,51.5,Jungler,10.0,60.0
Twitch tv 마문2,6.3,4.5,6.5,AD Carry,175,58.9,Mid,8.0,50.0,Support,5.0,60.0
亮德同學,5.4,5.0,4.8,Top,118,57.6,Mid,14.0,42.9,Jungler,12.0,50.0
ZNycks,6.6,4.1,7.2,AD Carry,151,57.6,Mid,12.0,66.7,Jungler,7.0,57.1
我們可是純愛呢,2.1,4.7,11.5,Support,250,56.4,Top,36.0,41.7,Mid,2.0,50.0
Venhamin,5.2,5.9,4.9,Top,186,52.2,Support,9.0,55.6,Mid,5.0,40.0
告诉老默我要吃鱼,6.8,5.8,8.5,Mid,73,61.6,Jungler,28.0,57.1,Support,8.0,50.0
wxRio887288,6.8,5.5,5.5,AD Carry,282,51.4,Mid,20.0,40.0,Jungler,16.0,50.0
desti,7.9,5.9,8.4,Jungler,73,64.4,Support,32.0,75.0,AD Carry,29.0,58.6
Topson fan,6.9,5.5,4.9,Mid,126,59.5,Top,52.0,51.9,Jungler,3.0,0.0
Uzi1,7.9,4.6,6.4,AD Carry,104,63.5,Mid,20.0,40.0,Support,14.0,64.3
TagliatelIe,5.1,4.0,7.6,Mid,347,55.9,Top,52.0,46.2,Support,9.0,55.6
aelwynlol,5.7,4.1,7.9,Jungler,296,54.4,Mid,7.0,14.3,Top,3.0,66.7
Chemical de pana,7.1,4.5,7.2,Mid,72,66.7,Top,14.0,42.9,Jungler,4.0,25.0
TWTV manubetter,6.3,4.7,6.4,Mid,294,53.7,AD Carry,41.0,43.9,Jungler,31.0,48.4
JBN Yobhel,8.1,3.9,7.5,Mid,63,60.3,AD Carry,24.0,70.8,Jungler,3.0,66.7
Honpi,1.7,4.7,14.3,Support,313,53.4,0.0,0.0,0.0,0.0,0.0,0.0
Wandering Witch,6.8,5.1,6.5,Mid,73,61.6,Top,41.0,48.8,Jungler,28.0,53.6
DRKSHDW BY RO,4.7,5.3,12.2,Support,177,56.5,Jungler,64.0,62.5,Mid,8.0,50.0
Olive No1,6.2,5.6,8.5,Jungler,142,56.3,Mid,65.0,55.4,Top,16.0,43.8
어리고싶다,5.3,5.7,4.8,Top,270,54.1,Jungler,3.0,33.3,Mid,2.0,100.0
MUTE ALL IN GAME,4.0,4.3,10.5,Jungler,121,55.4,Top,19.0,78.9,Support,3.0,0.0
Adrayon,3.1,5.5,13.6,Support,193,60.6,Mid,21.0,52.4,Top,4.0,25.0
b0Ob1es enjoyer,9.1,5.4,6.7,AD Carry,140,60.0,Mid,32.0,50.0,Jungler,24.0,45.8
БЛYASUO,6.3,5.2,8.3,Mid,93,61.3,Top,22.0,50.0,AD Carry,16.0,37.5
Di Morwinela,6.2,5.0,8.4,Jungler,45,55.6,AD Carry,27.0,55.6,Top,17.0,70.6
Dept,5.7,5.3,7.3,Mid,93,64.5,Jungler,50.0,58.0,Support,40.0,35.0
MΟGLIS,8.6,6.5,9.0,Jungler,220,57.3,Mid,10.0,60.0,Top,7.0,57.1
Tohru Hayashi,7.4,4.1,5.5,AD Carry,137,59.1,Mid,21.0,33.3,Top,1.0,0.0
EH Kakaobab,3.7,4.2,8.7,Top,233,57.9,Support,118.0,47.5,Jungler,30.0,50.0
DEL1361028870426,6.0,3.9,7.3,Jungler,205,59.0,Mid,11.0,36.4,Top,3.0,66.7
if it were you,7.8,4.4,6.1,Jungler,98,51.0,Mid,27.0,59.3,Top,4.0,50.0
clones i gibones,6.1,5.6,8.6,Jungler,130,56.9,AD Carry,35.0,48.6,Top,32.0,59.4
Happy Game 0923,8.6,5.2,8.1,Jungler,193,59.6,AD Carry,15.0,66.7,Top,1.0,0.0
senzawa,7.7,5.7,7.9,Jungler,332,51.8,AD Carry,19.0,57.9,Mid,8.0,12.5
hot boy bummer1,8.2,5.8,5.9,Mid,42,57.1,Jungler,18.0,72.2,AD Carry,10.0,70.0
Thomas Foucou,7.2,4.0,6.6,AD Carry,172,57.6,Mid,13.0,38.5,Jungler,10.0,50.0
K I L L J O Y,5.2,5.6,8.3,Mid,97,59.8,Jungler,52.0,50.0,AD Carry,16.0,25.0
High Mental,4.9,5.2,9.9,Support,225,51.6,AD Carry,170.0,50.6,Mid,30.0,63.3
Tadeusz98,6.0,4.1,6.9,Mid,68,61.8,Top,18.0,66.7,Support,11.0,54.5
Aggyá kétezret,6.2,4.8,8.1,AD Carry,134,63.4,Jungler,15.0,66.7,Mid,5.0,80.0
Patata 12,9.7,7.0,6.2,Mid,128,55.5,Jungler,43.0,55.8,AD Carry,30.0,46.7
Arecent,3.8,4.7,10.5,Support,117,52.1,Jungler,67.0,52.2,Top,30.0,56.7
저 높은 곳으로,6.2,4.2,6.1,AD Carry,614,52.1,Mid,14.0,14.3,Support,13.0,46.2
Opção Número 2,1.6,5.9,13.1,Support,376,51.6,AD Carry,55.0,49.1,Mid,7.0,57.1
Croquette,7.2,4.9,8.2,AD Carry,181,58.0,Support,23.0,52.2,Jungler,6.0,33.3
千裡獨行,5.8,4.9,5.3,Top,333,56.2,Mid,35.0,42.9,Support,23.0,56.5
Ðegurechaff,6.2,5.4,9.2,Jungler,182,57.1,Support,14.0,42.9,Mid,13.0,38.5
Neuralizador,7.5,4.5,5.7,Jungler,309,51.8,Mid,12.0,16.7,Top,6.0,83.3
Noula,4.0,6.4,12.4,Support,356,53.9,Mid,106.0,54.7,AD Carry,63.0,42.9
Mathý,5.5,4.2,7.4,Jungler,168,50.6,AD Carry,81.0,53.1,Mid,80.0,45.0
Hörö,5.4,5.3,6.4,Mid,127,53.5,Top,84.0,52.4,AD Carry,13.0,38.5
속고만살았나보다,4.4,4.5,5.0,Top,494,53.8,Mid,111.0,49.5,Support,29.0,41.4
Allocer,9.1,6.3,7.8,AD Carry,127,57.5,Support,16.0,50.0,Jungler,6.0,50.0
Damngøre,6.8,5.1,7.8,Jungler,211,55.9,Mid,17.0,47.1,Support,11.0,45.5
アマイマスク,7.5,5.0,6.0,AD Carry,242,57.4,Mid,42.0,42.9,Top,27.0,55.6
믿어핑,6.9,5.1,6.6,AD Carry,467,54.2,Support,21.0,38.1,Top,19.0,63.2
sxtxt supp acc,3.5,5.0,13.5,Support,165,58.2,Top,52.0,59.6,Mid,5.0,40.0
TF TF,4.1,6.2,13.4,Support,242,60.7,AD Carry,58.0,48.3,Top,5.0,40.0
Anakin390,7.6,6.1,7.5,AD Carry,279,54.5,Support,43.0,51.2,Mid,11.0,45.5
tatsro,4.4,4.4,8.2,Mid,320,55.9,Support,118.0,46.6,Top,60.0,40.0
경기도광주이상민,5.7,4.4,6.1,Mid,396,54.0,Top,47.0,63.8,AD Carry,13.0,23.1
DilysQuang,7.1,5.7,7.7,Jungler,146,60.3,Support,30.0,60.0,Mid,24.0,41.7
Mëruem,5.9,4.9,6.5,AD Carry,179,53.1,Mid,25.0,56.0,Top,1.0,0.0
Τartarus Δ,7.0,5.5,7.1,AD Carry,295,53.6,Mid,202.0,53.5,Support,5.0,20.0
Gwen,5.7,5.5,10.0,Support,125,56.8,AD Carry,81.0,64.2,Mid,10.0,80.0
RepaPambo354,6.7,5.1,5.7,Top,153,60.8,Jungler,8.0,62.5,Mid,3.0,33.3
KKayn,6.8,5.5,8.9,Jungler,78,52.6,Top,25.0,72.0,Support,6.0,66.7
IllllIIIlllIIl,5.5,4.8,7.6,Jungler,387,54.0,Mid,51.0,51.0,Support,9.0,55.6
titngo22,8.8,4.5,9.2,Mid,149,71.1,Top,3.0,33.3,Support,2.0,100.0
Erring,7.6,5.4,6.9,Mid,101,58.4,Jungler,26.0,30.8,Support,17.0,58.8
Azunyan,7.4,5.1,8.2,Jungler,44,50.0,Mid,35.0,62.9,AD Carry,27.0,66.7
고마해라마이묻따,6.4,4.4,7.3,Jungler,267,52.1,Top,41.0,61.0,Mid,7.0,57.1
Smiling Smiler,7.8,6.0,8.2,Jungler,79,57.0,Support,37.0,59.5,Top,24.0,41.7
LegendI稚氣I,3.7,3.8,7.4,Top,247,54.7,Support,26.0,46.2,Mid,23.0,56.5
김민교만나면던짐,6.4,5.5,5.4,Top,262,55.7,Mid,18.0,72.2,Support,4.0,50.0
ICUT LOBOTOMY,8.5,5.4,6.4,AD Carry,215,58.6,Mid,14.0,57.1,Jungler,6.0,83.3
GoodYellow,7.0,6.1,7.0,AD Carry,98,62.2,Support,12.0,33.3,Mid,2.0,50.0
RNG Tabe,4.4,4.4,11.2,Support,118,61.0,Jungler,46.0,41.3,AD Carry,17.0,47.1
Ciexta,6.0,5.6,6.9,Mid,109,56.0,Support,26.0,57.7,Top,7.0,57.1
烏鴉牙套skin登場,6.3,5.3,9.3,Mid,86,58.1,Top,14.0,57.1,Support,6.0,66.7
my bad i guess,6.6,4.9,6.5,Mid,166,56.0,AD Carry,42.0,57.1,Top,34.0,47.1
I am crying,6.6,5.3,6.5,AD Carry,186,52.2,Jungler,82.0,52.4,Top,1.0,100.0
Alex1thymia,6.9,5.7,7.1,AD Carry,107,57.9,Jungler,36.0,63.9,Mid,13.0,38.5
Its Me,5.1,4.8,6.0,Top,96,60.4,Mid,3.0,100.0,Support,3.0,33.3
Fzz gege,6.3,5.5,7.2,AD Carry,570,51.4,Support,82.0,56.1,Jungler,9.0,44.4
miercalee,5.7,3.9,5.5,Mid,113,64.6,Top,55.0,65.5,Jungler,10.0,70.0
把笑容變成日常,3.5,5.2,10.5,Support,211,56.9,Mid,72.0,43.1,AD Carry,44.0,65.9
Atelofobi,7.9,5.1,8.6,Jungler,82,67.1,Support,8.0,50.0,Mid,6.0,33.3
Laines,6.5,5.7,4.5,Top,284,54.9,Mid,64.0,46.9,Support,11.0,45.5
LateralExpert69,6.3,4.9,6.5,Mid,103,54.4,AD Carry,55.0,61.8,Top,49.0,53.1
Minh Inox,7.6,5.7,8.1,Jungler,164,57.3,AD Carry,69.0,49.3,Support,14.0,57.1
Darth Elise,6.5,5.0,8.3,AD Carry,233,56.2,Support,50.0,50.0,Jungler,11.0,63.6
Peentakilo,8.4,5.6,4.0,Top,239,56.1,Jungler,4.0,25.0,Mid,2.0,50.0
Powerless Sorrow,6.5,5.7,9.1,Support,170,61.8,Mid,118.0,65.3,AD Carry,38.0,52.6
LaVeFÜ,5.8,4.9,5.9,Top,72,76.4,Jungler,10.0,0.0,Mid,2.0,50.0
nyshotytskazat,4.1,5.6,10.9,Support,189,60.3,Top,41.0,56.1,Mid,22.0,36.4
Deidara,8.1,6.0,7.2,Mid,178,57.9,AD Carry,62.0,56.5,Jungler,12.0,50.0
6I Ni,8.2,5.8,6.9,Jungler,273,55.3,Top,49.0,46.9,Mid,32.0,40.6
LEV Joestar,5.9,5.5,8.4,Jungler,226,59.3,Support,25.0,52.0,Mid,21.0,57.1
Remax201,4.7,4.6,9.6,Jungler,193,57.5,Support,41.0,53.7,Top,5.0,20.0
Katana Honjo,9.2,5.8,5.7,Mid,90,46.7,AD Carry,85.0,62.4,Top,26.0,65.4
눈이 보고 싶다,3.3,4.9,11.4,Support,148,59.5,AD Carry,9.0,33.3,Top,5.0,40.0
dn1,4.9,5.0,10.4,Jungler,59,61.0,Support,51.0,66.7,Mid,47.0,59.6
zuz uwu,13.8,4.4,7.3,Jungler,78,88.5,Mid,2.0,50.0,AD Carry,2.0,50.0
羊村舵主ü慢羊羊,6.4,5.0,5.9,AD Carry,167,58.7,Top,50.0,56.0,Jungler,29.0,72.4
Cay Ngố TV,5.7,5.2,6.4,Top,120,60.0,Mid,10.0,60.0,Support,6.0,50.0
講話會分心,8.8,5.0,8.1,Jungler,154,55.2,AD Carry,24.0,62.5,Top,9.0,44.4
Señorita,4.2,6.6,11.9,Support,148,60.8,AD Carry,135.0,51.1,Mid,7.0,57.1
Calcetin Sucio,6.1,5.4,7.5,Top,123,53.7,Support,29.0,55.2,Jungler,25.0,64.0
모하숑,7.0,4.6,7.0,AD Carry,120,63.3,Support,13.0,23.1,Top,8.0,50.0
高振哲,2.2,5.4,12.6,Support,632,54.6,AD Carry,18.0,38.9,Top,11.0,45.5
Moon Kimichi,6.9,5.5,7.5,Jungler,40,72.5,Top,25.0,40.0,AD Carry,16.0,81.3
Dương Phạm 15 HP,6.9,4.7,5.6,Top,118,60.2,AD Carry,13.0,84.6,Support,8.0,37.5
DWG 암Canyon,4.6,5.4,9.7,Jungler,319,51.7,Support,165.0,55.8,Top,4.0,50.0
THE GIEF,4.8,5.1,8.0,Support,255,51.4,Top,168.0,51.8,Mid,7.0,71.4
jg gap 15open,7.8,5.6,7.9,Jungler,196,59.7,Mid,38.0,52.6,AD Carry,29.0,51.7
祭改你公,5.0,4.9,10.2,Jungler,265,57.4,Mid,49.0,40.8,Support,13.0,46.2
Carnivore Diet 2,5.0,4.6,4.3,Mid,183,55.2,Top,106.0,46.2,Jungler,7.0,42.9
Quesito Jr,7.8,6.5,6.9,AD Carry,193,54.9,Mid,80.0,48.8,Support,17.0,47.1
Cosmìc,6.5,5.9,7.1,AD Carry,210,56.2,Support,29.0,34.5,Jungler,15.0,60.0
Neo ZeTHRIV,9.8,6.7,8.1,Jungler,143,63.6,AD Carry,86.0,54.7,Mid,34.0,70.6
Kaixin2,8.2,5.9,6.9,AD Carry,179,54.7,Jungler,49.0,51.0,Top,6.0,33.3
Litos,7.4,5.0,6.8,Mid,247,62.3,Jungler,46.0,50.0,Top,29.0,31.0
융 션,1.5,4.5,12.4,Support,219,59.4,0.0,0.0,0.0,0.0,0.0,0.0
我不爛了,7.6,5.2,8.1,Jungler,77,61.0,AD Carry,33.0,60.6,Support,4.0,25.0
影千代的魚乾º,5.2,5.3,9.1,Jungler,186,57.5,Top,10.0,60.0,AD Carry,9.0,55.6
Mimuk,6.8,3.6,7.8,Top,77,71.4,Mid,12.0,66.7,Jungler,4.0,0.0
Her Kîng,8.0,3.5,7.5,Jungler,102,68.6,Mid,9.0,33.3,Top,2.0,100.0
HıtIer,6.7,5.4,5.7,Top,74,56.8,Jungler,59.0,61.0,AD Carry,16.0,56.3
Call me rell,1.6,6.1,12.3,Support,162,54.9,Top,23.0,56.5,Jungler,1.0,0.0
愿触手可得,5.9,5.5,5.0,Top,203,60.1,Mid,11.0,54.5,Support,5.0,40.0
yeu em ca doi,5.7,4.8,9.0,Mid,342,54.4,Support,55.0,52.7,Jungler,44.0,43.2
이솔데,6.2,3.8,7.9,Jungler,122,56.6,Mid,22.0,50.0,Top,10.0,80.0
IntensitiveZ,8.8,6.5,5.5,Mid,147,49.0,Top,71.0,59.2,AD Carry,29.0,44.8
IVE HAD ENOUGHXD,9.5,4.2,7.8,Jungler,80,68.8,0.0,0.0,0.0,0.0,0.0,0.0
Wedjat Eyeº,7.9,6.2,6.2,AD Carry,179,60.3,Mid,64.0,60.9,Top,19.0,36.8
ustegnaz,5.8,4.6,5.8,Top,180,55.6,Mid,16.0,50.0,AD Carry,5.0,40.0
Lubenzi,8.2,4.7,8.2,Jungler,240,59.2,Mid,7.0,57.1,Top,3.0,0.0
aqwe,5.0,5.1,5.9,Top,225,56.9,Mid,46.0,54.3,Support,30.0,56.7
dang iiu,5.4,6.2,8.4,Mid,84,48.8,Top,80.0,52.5,Support,62.0,56.5
